Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rating,Critic_Score
X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,Red Tribe,E10+,40
PS3,2014,Action,Deep Silver,0.04,0.03,0,0.01,0.07,Fatshark AB,M,40
DS,2005,Misc,505 Games,0.06,0,0,0,0.07,Starfish,T,40
Wii,2008,Racing,Zoo Games,0.06,0,0,0,0.06,Extra Mile Studios,E,40
GC,2003,Misc,TDK Mediactive,0.04,0.01,0,0,0.05,Mass Media,E,40
GBA,2004,Action,Hip Interactive,0.03,0.01,0,0,0.05,Saffire,E,40
DS,2007,Sports,UFO Interactive,0.03,0,0,0,0.03,FrontLine Studios,E,40
DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,MileStone Inc.,E10+,40
PS2,2006,Shooter,Namco Bandai Games,0,0,0.02,0,0.02,Namco Bandai Games America,T,40
WiiU,2013,Fighting,Tecmo Koei,0,0,0.02,0,0.02,Koei,M,40
Wii,2008,Racing,Codemasters,0.02,0,0,0,0.02,Supersonic Software,T,40
GBA,2004,Shooter,Zoo Digital Publishing,0.01,0,0,0,0.02,Torus Games,T,40
GC,2003,Shooter,Taito,0.01,0,0,0,0.01,Taito Corporation,T,40
PS2,2003,Misc,Codemasters,0.27,0.21,0,0.07,0.55,Hothouse Creations,E,41
Wii,2010,Action,Electronic Arts,0.22,0.27,0,0.05,0.54,Electronic Arts,T,41
Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,MTO,E,41
Wii,2008,Racing,Ubisoft,0.14,0.27,0,0.05,0.47,"Ubisoft Barcelona, Ubisoft Reflections",E10+,41
X360,2007,Action,Sega,0.3,0.12,0,0.04,0.46,Shiny Entertainment,E10+,41
PS3,2010,Action,Sega,0.14,0.18,0,0.07,0.39,Sega Studios San Francisco,T,41
Wii,2010,Action,Sega,0.15,0.15,0,0.03,0.32,High Voltage Software,T,41
PS3,2010,Action,Namco Bandai Games,0.09,0.15,0.01,0.05,0.31,Game Republic,T,41
Wii,2008,Simulation,Destineer,0.25,0,0,0.02,0.27,Arcade Moon,T,41
X360,2010,Action,Sega,0.15,0.09,0,0.03,0.27,Sega Studios San Francisco,T,41
Wii,2010,Action,Activision,0.14,0.1,0,0.02,0.27,Next Level Games,T,41
X360,2011,Sports,Ubisoft,0.14,0.1,0,0.03,0.27,Ubisoft Vancouver,E,41
Wii,2010,Sports,Hudson Soft,0.14,0.07,0,0.02,0.23,"Hudson, NATSUME ATARI Inc.",E,41
XB,2006,Shooter,Eidos Interactive,0.12,0.04,0,0.01,0.17,"Ritual Entertainment, Avalanche Software",M,41
Wii,2010,Action,Atari,0.12,0,0,0.01,0.13,"Atari, Atari SA",E10+,41
DS,2007,Puzzle,Natsume,0.12,0,0,0.01,0.13,Platinum Egg,E,41
PS3,2011,Simulation,Deep Silver,0.07,0.03,0,0.01,0.11,Trickstar Games,T,41
PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0,0.03,0.01,0.1,Gust,E10+,41
X360,2008,Sports,RTL,0.06,0.01,0,0.01,0.07,49Games,E,41
DS,2009,Simulation,505 Games,0.06,0,0,0,0.06,DiP Interactive,E10+,41
PSP,2007,Action,Destineer,0.05,0,0,0,0.05,Empire Oxford,E,41
X360,2008,Sports,Activision,0.04,0,0,0,0.05,FUN Labs,E,41
XB,2004,Simulation,Global Star,0.03,0.01,0,0,0.04,Starsphere Interactive,E,41
PS,1999,Adventure,Namco Bandai Games,0.02,0.01,0,0,0.04,K2 LLC,M,41
X360,2006,Sports,Activision,0.03,0,0,0,0.03,FUN Labs,E,41
PSP,2005,Racing,Konami Digital Entertainment,0.03,0,0,0,0.03,Genki,E,41
PSP,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03,Twelve Games,E10+,41
Wii,2010,Sports,Nordcurrent,0.02,0,0,0,0.03,Nordcurrent,E10+,41
GBA,2002,Racing,Rebellion,0.01,0,0,0,0.01,Destination Software,E,41
X360,2010,Sports,505 Games,1.74,0.45,0,0.18,2.37,"Pipeworks Software, Inc.",E,42
PS,2000,Racing,Acclaim Entertainment,0.58,0.39,0,0.07,1.04,Climax Group,E,42
PS3,2008,Action,Sega,0.32,0.25,0,0.11,0.68,Secret Level,T,42
PS,2000,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.58,Bandai,E,42
PS3,N/A,Misc,Unknown,0.25,0,0,0.02,0.27,"Zoe Mode, HB Studios Multimedia",T,42
PS3,2010,Action,Deep Silver,0.05,0.15,0,0.05,0.25,ZootFly,T,42
PS3,2008,Shooter,Codemasters,0.21,0.01,0,0.02,0.24,Spark Unlimited,T,42
Wii,2007,Misc,Activision,0.22,0,0,0.02,0.24,Zoe Mode,E10+,42
X360,2009,Action,Electronic Arts,0.17,0.05,0,0.02,0.24,Double Helix Games,T,42
Wii,2011,Racing,Activision,0.21,0,0,0.01,0.22,Eutechnyx,E,42
GC,2004,Misc,Mad Catz,0.15,0.04,0,0.01,0.2,Mad Catz,E,42
Wii,2008,Simulation,Destineer,0.16,0,0,0.01,0.17,Black Lantern Studios,E10+,42
X360,2010,Adventure,Ubisoft,0.11,0.04,0,0.01,0.17,Telltale Games,M,42
PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,"Image Epoch, Imageepoch",T,42
X360,2010,Action,Namco Bandai Games,0.08,0.06,0,0.02,0.16,Game Republic,T,42
X360,2008,Sports,Activision,0.12,0,0,0.01,0.13,FUN Labs,T,42
X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13,Deck 13,T,42
3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,Griptonite Games,E10+,42
PS2,2004,Simulation,Global Star,0.05,0.04,0,0.01,0.1,Starsphere Interactive,E,42
Wii,2008,Misc,D3Publisher,0.08,0.01,0,0.01,0.09,Tamsoft,E10+,42
GC,2002,Platform,THQ,0.07,0.02,0,0,0.09,Big Sky Software,E,42
WiiU,2013,Platform,Ubisoft,0.04,0.03,0,0.01,0.09,WayForward,E,42
GBA,2002,Sports,Konami Digital Entertainment,0.05,0.02,0,0,0.07,Konami,E,42
X360,2009,Action,SouthPeak Games,0.05,0.01,0,0,0.06,Collision Studios,E10+,42
PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06,Rainbow Studios,E,42
DS,2009,Strategy,Black Bean Games,0.05,0,0,0,0.05,Slitherine,E10+,42
Wii,2009,Action,D3Publisher,0.05,0,0,0,0.05,Papaya Studios,E10+,42
Wii,2008,Action,Tecmo Koei,0.04,0,0,0,0.04,EKO Software,E10+,42
PSP,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04,Krome Studios,T,42
GBA,2003,Platform,Atari,0.03,0.01,0,0,0.04,M4 Limited,T,42
DS,2007,Action,Ubisoft,0.03,0.01,0,0,0.04,Ubisoft Quebec,E10+,42
XB,2002,Racing,Namco Bandai Games,0.03,0.01,0,0,0.04,Namco,T,42
PC,2009,Strategy,Sega,0,0.02,0,0,0.02,Creative Assembly,M,42
PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02,WideScreen Games,T,42
XB,2006,Action,Capcom,0.01,0,0,0,0.02,Secret Level,M,42
XB,2002,Puzzle,Jaleco,0.01,0,0,0,0.01,Runecraft,E,42
PS4,2016,Action,Nordic Games,0.01,0,0,0,0.01,React Games,E10+,42
PS3,2006,Platform,Sega,0.41,0.06,0.04,0.66,1.16,Sonic Team,E10+,43
PS2,2004,Shooter,Empire Interactive,0.56,0.44,0,0.15,1.15,Blitz Games,M,43
PS,2000,Racing,Acclaim Entertainment,0.4,0.27,0,0.05,0.71,Acclaim,E,43
X360,2011,Simulation,Konami Digital Entertainment,0.42,0.22,0,0.06,0.7,Kalypso,T,43
PS3,2013,Shooter,Sega,0.2,0.29,0,0.11,0.6,Gearbox Software,M,43
DS,2007,Action,Sega,0.28,0.25,0,0.06,0.6,Artificial Mind and Movement,E10+,43
PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,0.53,GRIN,T,43
3DS,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,Gameloft,E10+,43
PS3,N/A,Platform,N/A,0,0.48,0,0,0.48,Sonic Team,E10+,43
PS3,2009,Action,LucasArts,0.19,0.18,0,0.07,0.43,"LucasArts, Krome Studios",T,43
PS3,2010,Action,505 Games,0.18,0.18,0,0.07,0.43,Artificial Mind and Movement,T,43
X360,2010,Action,505 Games,0.21,0.15,0,0.04,0.4,Artificial Mind and Movement,T,43
Wii,2009,Misc,Ubisoft,0.27,0.09,0,0.04,0.4,7 Studios,E10+,43
X360,2009,Action,LucasArts,0.18,0.17,0,0.04,0.39,Krome Studios,T,43
PS3,2011,Action,Electronic Arts,0.14,0.13,0,0.05,0.32,EA Bright Light,T,43
DS,2007,Simulation,Ubisoft,0.23,0.03,0,0.02,0.29,Black Lantern Studios,E,43
X360,2008,Shooter,Codemasters,0.23,0.04,0,0.02,0.29,Spark Unlimited,T,43
PS2,2008,Action,Tecmo Koei,0.12,0.09,0,0.03,0.25,"Koei, Omega Force",T,43
PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0,0.03,0.24,Bec,E10+,43
PS4,2013,Sports,Electronic Arts,0.15,0.05,0,0.04,0.24,EA Sports,E,43
DS,2010,Action,LucasArts,0.17,0.03,0,0.02,0.21,LucasArts,T,43
PS3,2009,Action,Electronic Arts,0.11,0.07,0,0.03,0.21,Double Helix Games,T,43
X360,2007,Racing,Activision,0.18,0,0,0.02,0.2,Torus Games,E,43
PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,Tecmo,M,43
PS3,2010,Action,THQ,0.07,0.05,0,0.02,0.15,THQ Australia,E10+,43
3DS,2011,Misc,Namco Bandai Games,0.09,0.04,0,0.01,0.15,Namco Bandai Games,E,43
DS,2009,Puzzle,The Adventure Company,0.07,0.06,0,0.01,0.14,Firehazard Studio,E,43
PS2,2005,Adventure,Take-Two Interactive,0.06,0.05,0,0.02,0.12,High Voltage Software,E10+,43
XB,2004,Fighting,Eidos Interactive,0.09,0.03,0,0,0.12,Paradox Development,M,43
PS,1999,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.11,Acclaim,E,43
PSP,2005,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11,Neverland,M,43
DS,2007,Adventure,Midway Games,0.09,0,0,0.01,0.1,Hoplite Research,E,43
PC,2011,Action,Electronic Arts,0.05,0.04,0,0.01,0.1,,,43
X360,2011,Shooter,Square Enix,0.07,0.02,0,0.01,0.09,FeelPlus,M,43
PS3,2014,Action,Tecmo Koei,0.05,0.03,0,0.02,0.09,"Spark Unlimited, comcept",M,43
DS,2006,Role-Playing,Eidos Interactive,0.08,0,0,0.01,0.09,Sensory Sweep,E10+,43
DS,2008,Action,Vivendi Games,0.08,0,0,0.01,0.09,Artificial Mind and Movement,T,43
X360,2007,Shooter,Ubisoft,0.08,0,0,0.01,0.08,Red Storm Entertainment,T,43
PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0,0.01,0.08,Stormfront Studios,T,43
PSP,2009,Simulation,From Software,0,0,0.08,0,0.08,From Software,T,43
WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06,Valhalla Game Studios,M,43
PS2,2006,Action,Capcom,0.03,0.02,0,0.01,0.05,Capcom,M,43
PS3,2014,Shooter,City Interactive,0.01,0.04,0,0.01,0.05,CI Games,M,43
PS4,2016,Sports,Tecmo Koei,0,0,0.05,0,0.05,Team Ninja,,43
Wii,2007,Misc,Taito,0.05,0,0,0,0.05,"Taito Corporation, 505 Games",E10+,43
GBA,2003,Platform,Midway Games,0.03,0.01,0,0,0.04,Full-Fat,E,43
DS,2006,Sports,Electronic Arts,0.04,0,0,0,0.04,Exient Entertainment,E,43
3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04,Hellbent Games,E,43
DS,2008,Adventure,Legacy Interactive,0.04,0,0,0,0.04,Artefacts Studio,E,43
3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.03,Bandai Namco Games,E10+,43
PSV,2013,Adventure,Arc System Works,0.01,0,0.01,0,0.03,Arc System Works,M,43
PC,2016,Simulation,Atari,0,0.02,0,0,0.02,Nvizzio Creations,E,43
XB,2005,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.02,Konami Computer Entertainment Hawaii,T,43
PSP,N/A,Sports,Oxygen Interactive,0.01,0,0,0,0.01,Oxygen Interactive,E10+,43
PS2,2002,Puzzle,THQ,1.11,0.71,0,0.27,2.08,Blue Planet Software,E,44
Wii,2008,Sports,THQ,0.45,1.02,0,0.2,1.66,HB Studios Multimedia,E,44
DS,2007,Platform,Take-Two Interactive,0.97,0.01,0,0.07,1.05,Black Lantern Studios,E,44
DS,2005,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,Altron,E,44
PSP,2008,Action,Sega,0.46,0.09,0,0.09,0.63,Artificial Mind and Movement,T,44
PS3,2009,Sports,Activision,0.38,0.14,0,0.07,0.59,Robomodo,E10+,44
Wii,2008,Action,Sega,0.3,0.22,0,0.06,0.59,Artificial Mind and Movement,T,44
PS2,2001,Action,Universal Interactive,0.25,0.19,0,0.06,0.5,Blitz Games,T,44
X360,2010,Sports,505 Games,0.38,0.04,0,0.03,0.44,"Farsight Studios, Crave",E,44
3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,Ubisoft,E10+,44
X360,2011,Action,Electronic Arts,0.19,0.11,0,0.03,0.33,EA Bright Light,T,44
PS3,2008,Action,Sega,0.13,0.14,0,0.06,0.32,Secret Level,M,44
PS2,2002,Sports,Konami Digital Entertainment,0.13,0.1,0,0.03,0.26,Konami,T,44
PS3,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,Tecmo Koei Canada,M,44
Wii,2009,Racing,Capcom,0.05,0.11,0,0.02,0.18,Milestone S.r.l,E,44
PS3,2011,Shooter,Square Enix,0.07,0.07,0,0.03,0.18,FeelPlus,M,44
PSV,2011,Racing,Namco Bandai Games,0.03,0.07,0.05,0.02,0.17,"Namco Bandai Games, Cellius",E10+,44
DS,2005,Platform,Namco Bandai Games,0.15,0,0,0.01,0.17,"Blitz Games, Human Soft",E,44
Wii,2007,Fighting,Atari,0.14,0,0,0.01,0.16,"Pipeworks Software, Inc.",E10+,44
XB,2004,Racing,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15,Creat Studios,T,44
PS2,2001,Sports,3DO,0.07,0.05,0,0.02,0.14,3DO,T,44
PSP,2007,Misc,Oxygen Interactive,0.12,0,0,0.01,0.14,Farsight Studios,T,44
XB,2002,Action,Atari,0.1,0.03,0,0,0.13,Circus Freak,T,44
X360,2008,Shooter,Activision Value,0.1,0.01,0,0.01,0.12,FUN Labs,E10+,44
XB,2004,Shooter,Global Star,0.09,0.02,0,0,0.11,Tactical Development,T,44
DS,2008,Platform,Zoo Digital Publishing,0.07,0.03,0,0.01,0.11,Black Lantern Studios,E,44
X360,2008,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11,Krome Studios,T,44
X360,2009,Shooter,Phantom EFX,0.09,0,0,0.01,0.1,8Monkey Labs,M,44
PS4,2016,Action,Activision,0.05,0.02,0,0.02,0.09,PlatinumGames,T,44
PSP,2007,Action,Ubisoft,0.08,0,0,0.01,0.09,Virtuos,M,44
PS3,2010,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09,Hit Maker,T,44
PS2,2006,Shooter,SouthPeak Games,0.04,0.03,0,0.01,0.08,DC Studios,M,44
GC,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0,0,0.07,Konami Computer Entertainment Hawaii,T,44
XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.07,Direct Action Games,M,44
PS2,2001,Sports,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,Kush Games,E,44
DS,N/A,Action,Ignition Entertainment,0.07,0,0,0,0.07,Skonec,E,44
X360,2014,Role-Playing,Deep Silver,0.02,0.04,0,0,0.06,Piranha Bytes,M,44
GBA,2003,Platform,THQ,0.04,0.02,0,0,0.06,Art,E,44
XB,2005,Sports,Take-Two Interactive,0.04,0.01,0,0,0.06,Cat Daddy Games,T,44
PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06,Ubisoft Shanghai,T,44
X360,2008,Action,Tecmo Koei,0.04,0,0.01,0,0.06,Omega Force,T,44
DS,2008,Platform,Ignition Entertainment,0.05,0,0,0,0.05,Crave,E,44
GC,2005,Misc,Activision Value,0.04,0.01,0,0,0.05,Activision,E10+,44
GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04,Virtucraft,E,44
GC,2002,Sports,Konami Digital Entertainment,0.03,0.01,0,0,0.04,KCEO,T,44
DS,2009,Shooter,Graffiti,0.03,0,0,0,0.04,NoWay Studio,M,44
XB,2002,Role-Playing,Xicat Interactive,0.02,0.01,0,0,0.03,Panther Software,T,44
GBA,2003,Action,THQ,0.02,0.01,0,0,0.03,Natsume,T,44
XB,2006,Racing,Global Star,0.01,0,0,0,0.02,Eutechnyx,E,44
XB,2003,Action,TDK Mediactive,0.01,0,0,0,0.01,Vicious Cycle,T,44
X360,2010,Shooter,City Interactive,0.54,0.5,0,0.12,1.16,City Interactive,M,45
Wii,2008,Action,Koch Media,0.52,0.21,0,0.07,0.8,Monkey Bar Games,E10+,45
PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,SquareSoft,T,45
PS2,2005,Platform,Sega,0.5,0.02,0,0.08,0.6,Sonic Team,E10+,45
X360,2008,Action,Sega,0.27,0.24,0,0.06,0.57,Secret Level,T,45
GBA,2004,Platform,THQ,0.33,0.12,0,0.01,0.46,Avalanche Software,E,45
PS3,2010,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,"Idea Factory, Compile Heart",T,45
DS,2008,Platform,Vivendi Games,0.38,0,0,0.03,0.42,TOSE,E,45
PS2,2001,Racing,Midway Games,0.17,0.14,0,0.05,0.36,Inland Productions,T,45
PS3,2010,Sports,Ubisoft,0.11,0.17,0,0.06,0.34,Asobo Studio,E,45
X360,2008,Action,Sega,0.19,0.11,0,0.03,0.33,Secret Level,M,45
Wii,2011,Action,Namco Bandai Games,0.27,0.02,0,0.02,0.32,Inti Creates,E10+,45
DS,2009,Adventure,Disney Interactive Studios,0.27,0,0,0.02,0.3,Altron,E,45
PS3,2011,Shooter,Ubisoft,0.12,0.12,0,0.05,0.29,Techland,M,45
DS,2005,Racing,Electronic Arts,0.24,0.01,0,0.02,0.27,EA Canada,E,45
PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03,0.2,989 Sports,E,45
PC,2013,Shooter,Sega,0.1,0.06,0,0.02,0.18,Gearbox Software,M,45
PS3,2011,Action,DTP Entertainment,0.07,0.06,0.01,0.03,0.17,Kylotonn,M,45
PS3,2008,Shooter,Activision Value,0.15,0,0,0.01,0.16,FUN Labs,E10+,45
PS4,2016,Action,Telltale Games,0.04,0.08,0,0.02,0.14,The Fun Pimps Entertainment LLC,M,45
Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01,0.13,Gearbox Software,M,45
WiiU,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,"Prope, Kadokawa",E10+,45
XB,2004,Adventure,Ubisoft,0.09,0.03,0,0,0.12,369 Interactive,M,45
PS3,2008,Sports,Electronic Arts,0.1,0.01,0,0.01,0.11,EA Tiburon,E,45
X360,2007,Action,Take-Two Interactive,0.1,0.01,0,0.01,0.11,Visual Concepts,T,45
DS,2008,Action,SouthPeak Games,0.1,0,0,0.01,0.11,Red Fly Studio,E,45
DS,2009,Action,Oxygen Interactive,0.1,0,0,0.01,0.11,Gameinvest,E,45
DS,2009,Role-Playing,Aspyr,0.08,0,0,0.01,0.09,Big Blue Bubble Inc.,T,45
PSP,2009,Role-Playing,GungHo,0.07,0,0.01,0.01,0.09,GungHo,T,45
X360,2011,Simulation,Deep Silver,0.06,0.02,0,0.01,0.09,Trickstar Games,T,45
Wii,2006,Platform,Midway Games,0.08,0,0,0.01,0.09,Artificial Mind and Movement,E10+,45
Wii,2009,Sports,Sega,0.08,0,0,0.01,0.09,Tabot,E10+,45
PSP,2005,Puzzle,Eidos Interactive,0.07,0,0,0.01,0.08,Core Design Ltd.,E10+,45
Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06,High Voltage Software,T,45
PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,Bec,T,45
XB,2004,Action,Electronic Arts,0.04,0.01,0,0,0.06,EA Games,T,45
PS3,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0.01,0.05,Epicenter Studios,T,45
3DS,2015,Action,Nippon Ichi Software,0.03,0,0,0,0.04,"Prope, Kadokawa",E10+,45
PS2,2005,Shooter,Capcom,0.02,0.01,0,0,0.04,CiRCLE,M,45
GBA,2002,Platform,Vivendi Games,0.02,0.01,0,0,0.03,Super Empire,E,45
PS2,2005,Racing,Yuke's,0.01,0.01,0,0,0.03,Yuke's,E10+,45
XOne,2015,Sports,Nordic Games,0.02,0,0,0,0.03,Rainbow Studios,,45
DS,2007,Puzzle,Crave Entertainment,0.02,0,0,0,0.03,7 Studios,E10+,45
PC,2008,Strategy,Gamecock,0,0.02,0,0,0.02,FireFly Studios,T,45
XB,N/A,Shooter,Capcom,0.01,0,0,0,0.02,CiRCLE,M,45
XB,2005,Racing,Wanadoo,0.01,0,0,0,0.02,Babylon Software,T,45
XB,2003,Racing,Encore,0.01,0,0,0,0.01,King of the Jungle,E,45
X360,2006,Platform,Sega,0.44,0.48,0,0.11,1.04,Sega,E10+,46
DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,Ambrella,E,46
GBA,2004,Action,THQ,0.51,0.19,0,0.01,0.71,Altron,E,46
Wii,2007,Racing,Nintendo,0.19,0.26,0.11,0.06,0.62,Paon Corporation,E,46
X360,2009,Sports,Activision,0.46,0.1,0,0.05,0.61,Robomodo,E10+,46
Wii,2008,Sports,Ubisoft,0.48,0.01,0,0.04,0.53,Destineer,E,46
PS2,2007,Action,Sega,0.13,0,0,0.39,0.52,Shiny Entertainment,E10+,46
PS2,2005,Misc,Activision,0.39,0.01,0,0.06,0.47,Activision,E10+,46
PS2,2002,Action,BAM! Entertainment,0.22,0.17,0,0.06,0.45,VIS Entertainment,E,46
PS2,2005,Misc,Sega,0.21,0.16,0,0.05,0.43,Sega,T,46
3DS,2013,Action,Screenlife,0,0,0.42,0,0.42,Spike Chunsoft,M,46
WiiU,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41,"Nintendo, Nd Cube",E,46
Wii,2008,Action,Sega,0.28,0.01,0,0.02,0.31,Edge of Reality,T,46
3DS,2011,Action,Namco Bandai Games,0,0,0.3,0,0.3,Bandai Namco Games,,46
GBA,2002,Platform,THQ,0.21,0.08,0,0.01,0.3,Hyperspace Cowgirls,E,46
PS2,2004,Fighting,Eidos Interactive,0.14,0.11,0,0.04,0.28,Paradox Development,M,46
PS2,2002,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,Pacific Century Cyber Works,T,46
DS,2007,Simulation,Majesco Entertainment,0.24,0,0,0.02,0.26,"LDW, Big Fish Games",E,46
DS,2008,Adventure,Codemasters,0.24,0,0,0.02,0.26,Gorilla Systems,E10+,46
PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0,0.03,0.25,Opus,E,46
PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0,0.03,0.24,Idol Minds,E,46
PS3,2010,Sports,Ubisoft,0.06,0.13,0,0.04,0.24,Ubisoft Vancouver,E,46
Wii,2010,Action,THQ,0.13,0.07,0,0.02,0.22,THQ,E10+,46
Wii,2006,Action,Midway Games,0.19,0.01,0,0.02,0.21,"Pipeworks Software, Inc.",E10+,46
DS,2008,Puzzle,Nordcurrent,0.05,0.12,0,0.02,0.19,Nordcurrent,E,46
PS2,2004,Action,Electronic Arts,0.08,0.06,0,0.02,0.17,Argonaut Games,T,46
Wii,2006,Action,Midway Games,0.12,0,0,0.01,0.14,Artificial Mind and Movement,E,46
Wii,2010,Shooter,Ubisoft,0.1,0.01,0,0.01,0.12,Next Level Games,T,46
PS,1999,Racing,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11,VU Games,E,46
XB,2005,Action,Vivendi Games,0.07,0.02,0,0,0.1,Eurocom Entertainment Software,M,46
X360,2011,Sports,Deep Silver,0.05,0.03,0,0.01,0.09,49Games,E,46
DS,2005,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01,0.09,Gravity-I,E,46
DS,2007,Role-Playing,Namco Bandai Games,0.09,0,0,0.01,0.09,Art,E10+,46
Wii,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.03,0,0.01,0.09,Double Helix Games,E10+,46
DS,2008,Role-Playing,Nobilis,0.08,0,0.01,0.01,0.09,"Neverland, Idea Factory",T,46
X360,2007,Strategy,Takara Tomy,0.08,0,0,0.01,0.09,Takara Tomy,T,46
Wii,2008,Adventure,The Adventure Company,0.06,0.01,0,0.01,0.08,AWE Games,T,46
X360,2009,Fighting,Rising Star Games,0.07,0.01,0,0.01,0.08,K2 LLC,M,46
Wii,N/A,Misc,Unknown,0.07,0,0,0.01,0.08,"Zoe Mode, HB Studios Multimedia",T,46
GBA,2002,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.08,Rebellion,T,46
X360,2007,Role-Playing,Success,0.07,0,0,0.01,0.07,Success,M,46
GC,2002,Platform,Ubisoft,0.04,0.01,0,0,0.05,Ubisoft,E,46
Wii,2009,Misc,Majesco Entertainment,0.05,0,0,0,0.05,NanaOn-Sha,E,46
X360,N/A,Racing,Focus Home Interactive,0,0.04,0,0.01,0.05,Cyanide,,46
XB,2002,Fighting,Microsoft Game Studios,0.04,0.01,0,0,0.05,DreamFactory,T,46
XB,2002,Action,Jaleco,0.03,0.01,0,0,0.05,Jaleco Entertainment,T,46
PS2,2006,Sports,Activision,0.02,0.02,0,0.01,0.04,Blade Interactive,T,46
3DS,2015,Action,Ubisoft,0.03,0,0,0,0.04,Ubisoft Osaka,E,46
PS3,2010,Shooter,Majesco Entertainment,0.03,0,0,0,0.04,Super X Studios,E10+,46
GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0,0,0.03,Raylight Studios,E,46
PC,2016,Simulation,Astragon,0,0.03,0,0,0.03,Still Alive Studios,,46
PC,2009,Action,LucasArts,0,0.02,0,0,0.03,"LucasArts, Krome Studios",T,46
DS,2006,Simulation,Natsume,0.02,0,0,0,0.02,Beluga Computer,E10+,46
PC,2005,Shooter,Empire Interactive,0,0.02,0,0,0.02,Strangelite,M,46
XB,2005,Action,Vivendi Games,0.01,0,0,0,0.02,Tranji,M,46
GBA,2001,Action,NewKidCo,0.01,0,0,0,0.01,Fluid Studios,E,46
PS2,2005,Action,Vivendi Games,0.85,0.76,0,0.16,1.77,Genuine Games,M,47
X360,2010,Racing,Sega,0.74,0.25,0,0.09,1.09,Sega,E,47
DS,2006,Action,LucasArts,0.96,0.03,0,0.08,1.07,Amaze Entertainment,E,47
Wii,2009,Sports,Activision,0.69,0.17,0,0.08,0.94,Buzz Monkey,E10+,47
PS2,2002,Racing,Ubisoft,0.32,0.25,0,0.08,0.65,Ubisoft,T,47
GBA,2002,Misc,Universal Interactive,0.4,0.15,0,0.01,0.56,Digital Illusions,E,47
